product_id,date,revenue,units_sold,weather_condition,weather_temp,customer_flow,discount_percentage,sales_uid
Wrap,2024-12-14,322.5,43,Cloudy,15.1,64,0,gen_6e89e62c
Coffee Beans,2024-12-15,930.0,62,Sunny,19.7,93,0,gen_9eb09bce
Milk,2024-12-15,429.0,143,Sunny,19.7,214,0,gen_7fbd3b3d
Croissant,2024-12-15,468.0,130,Sunny,19.7,195,20,gen_fc1ee692
Muffin,2024-12-15,290.5,83,Sunny,19.7,124,0,gen_794ebdea
Sandwich,2024-12-15,448.0,56,Sunny,19.7,84,0,gen_d42aeafe
Juice,2024-12-15,525.0,105,Sunny,19.7,157,0,gen_3074f0f8
Tea,2024-12-15,320.0,80,Sunny,19.7,120,0,gen_36a1812f
Cake,2024-12-15,222.0,37,Sunny,19.7,55,0,gen_f8997ed7
Salad,2024-12-15,378.0,42,Sunny,19.7,63,0,gen_fa46411c
Wrap,2024-12-15,315.0,42,Sunny,19.7,63,0,gen_a13a1ae0
Coffee Beans,2024-12-16,585.0,39,Rainy,10.7,58,0,gen_32b04f10
Milk,2024-12-16,228.0,76,Rainy,10.7,114,0,gen_e31b58ad
Croissant,2024-12-16,287.55,71,Rainy,10.7,106,10,gen_9dd86bc9
Muffin,2024-12-16,185.5,53,Rainy,10.7,79,0,gen_85b11bc3
Sandwich,2024-12-16,288.0,36,Rainy,10.7,54,0,gen_c39ef857
Juice,2024-12-16,315.0,63,Rainy,10.7,94,0,gen_c0c4de10
Tea,2024-12-16,216.0,54,Rainy,10.7,81,0,gen_54299559
Cake,2024-12-16,150.0,25,Rainy,10.7,37,0,gen_dec3c75b
Salad,2024-12-16,171.0,19,Rainy,10.7,28,0,gen_753ec7b8
Wrap,2024-12-16,232.5,31,Rainy,10.7,46,0,gen_8809d3c1
Coffee Beans,2024-12-17,570.0,38,Rainy,10.3,57,0,gen_30c26d20
Milk,2024-12-17,249.0,83,Rainy,10.3,124,0,gen_8ef369bb
Croissant,2024-12-17,306.0,68,Rainy,10.3,102,0,gen_45b683a1
Muffin,2024-12-17,189.0,54,Rainy,10.3,81,0,gen_70f68289
Sandwich,2024-12-17,248.0,31,Rainy,10.3,46,0,gen_492dfa3b
Juice,2024-12-17,310.0,62,Rainy,10.3,93,0,gen_66ff27d3
Tea,2024-12-17,196.0,49,Rainy,10.3,73,0,gen_b307d814
Cake,2024-12-17,144.0,24,Rainy,10.3,36,0,gen_2f5f3e96
Salad,2024-12-17,189.0,21,Rainy,10.3,31,0,gen_c100741b
Wrap,2024-12-17,217.5,29,Rainy,10.3,43,0,gen_b9783d28
Coffee Beans,2024-12-18,810.0,54,Sunny,19.9,81,0,gen_e572f5c0
Milk,2024-12-18,306.0,102,Sunny,19.9,153,0,gen_6615575c
Croissant,2024-12-18,391.5,87,Sunny,19.9,130,0,gen_ad1d80ea
Muffin,2024-12-18,213.5,61,Sunny,19.9,91,0,gen_f59333dc
Sandwich,2024-12-18,352.0,44,Sunny,19.9,66,0,gen_2c8127cc
Juice,2024-12-18,395.0,79,Sunny,19.9,118,0,gen_05a68bf2
Tea,2024-12-18,272.0,68,Sunny,19.9,102,0,gen_5c9f7371
Cake,2024-12-18,174.0,29,Sunny,19.9,43,0,gen_f0061859
Salad,2024-12-18,270.0,30,Sunny,19.9,45,0,gen_b15beda8
Wrap,2024-12-18,270.0,36,Sunny,19.9,54,0,gen_ca61ea2f
Coffee Beans,2024-12-19,810.0,54,Cloudy,13.3,81,0,gen_4a930cbd
Milk,2024-12-19,306.0,102,Cloudy,13.3,153,0,gen_81830f36
Croissant,2024-12-19,351.0,78,Cloudy,13.3,117,0,gen_422951be
Muffin,2024-12-19,231.0,66,Cloudy,13.3,99,0,gen_d8182565
Sandwich,2024-12-19,344.0,43,Cloudy,13.3,64,0,gen_d8ac9f0d
Juice,2024-12-19,395.0,79,Cloudy,13.3,118,0,gen_3cf8c86f
Tea,2024-12-19,236.0,59,Cloudy,13.3,88,0,gen_284a9304
Cake,2024-12-19,186.0,31,Cloudy,13.3,46,0,gen_bd74b667
Salad,2024-12-19,252.0,28,Cloudy,13.3,42,0,gen_2ae98cbd
Wrap,2024-12-19,270.0,40,Cloudy,13.3,60,10,gen_ce8b49c1
Coffee Beans,2024-12-20,660.0,44,Rainy,14.0,66,0,gen_75bc6638
Milk,2024-12-20,273.0,91,Rainy,14.0,136,0,gen_5367f0dc
Croissant,2024-12-20,310.5,69,Rainy,14.0,103,0,gen_174b1629
Muffin,2024-12-20,203.0,58,Rainy,14.0,87,0,gen_783d4503
Sandwich,2024-12-20,280.0,35,Rainy,14.0,52,0,gen_47069206
Juice,2024-12-20,290.0,58,Rainy,14.0,87,0,gen_317be7c1
Tea,2024-12-20,212.0,53,Rainy,14.0,79,0,gen_80f40b05
Cake,2024-12-20,150.0,25,Rainy,14.0,37,0,gen_c05e2cdc
Salad,2024-12-20,189.0,21,Rainy,14.0,31,0,gen_f2c1da4f
Wrap,2024-12-20,232.5,31,Rainy,14.0,46,0,gen_4798d836
Coffee Beans,2024-12-21,1035.0,69,Sunny,17.6,103,0,gen_cc737d40
Milk,2024-12-21,438.0,146,Sunny,17.6,219,0,gen_ac4727df
Croissant,2024-12-21,457.2,127,Sunny,17.6,190,20,gen_556c9541
Muffin,2024-12-21,304.5,87,Sunny,17.6,130,0,gen_211e3aa7
Sandwich,2024-12-21,408.0,51,Sunny,17.6,76,0,gen_cb133274
Juice,2024-12-21,545.0,109,Sunny,17.6,163,0,gen_5d67d068
Tea,2024-12-21,336.0,84,Sunny,17.6,126,0,gen_d7e21f6d
Cake,2024-12-21,240.0,40,Sunny,17.6,60,0,gen_4b1c6375
Salad,2024-12-21,387.0,43,Sunny,17.6,64,0,gen_047b197b
Wrap,2024-12-21,352.5,47,Sunny,17.6,70,0,gen_7dd737d4
Coffee Beans,2024-12-22,975.0,65,Sunny,17.9,97,0,gen_ecd68384
Milk,2024-12-22,405.0,135,Sunny,17.9,202,0,gen_ba2484db
Croissant,2024-12-22,454.5,101,Sunny,17.9,151,0,gen_aa4b70d8
Muffin,2024-12-22,280.0,80,Sunny,17.9,120,0,gen_2f612ec9
Sandwich,2024-12-22,464.0,58,Sunny,17.9,87,0,gen_e9ebc0cd
Juice,2024-12-22,510.0,102,Sunny,17.9,153,0,gen_fe2e0350
Tea,2024-12-22,328.0,82,Sunny,17.9,123,0,gen_05c23a49
Cake,2024-12-22,234.0,39,Sunny,17.9,58,0,gen_d263b01c
Salad,2024-12-22,324.0,36,Sunny,17.9,54,0,gen_64d3c42a
Wrap,2024-12-22,382.5,51,Sunny,17.9,76,0,gen_5fd8b1ff
Coffee Beans,2024-12-23,615.0,41,Rainy,12.0,61,0,gen_c231196a
Milk,2024-12-23,237.0,79,Rainy,12.0,118,0,gen_39430688
Croissant,2024-12-23,310.5,69,Rainy,12.0,103,0,gen_74616753
Muffin,2024-12-23,171.5,49,Rainy,12.0,73,0,gen_a324a82b
Sandwich,2024-12-23,248.0,31,Rainy,12.0,46,0,gen_c09136fd
Juice,2024-12-23,265.0,53,Rainy,12.0,79,0,gen_ac08234b
Tea,2024-12-23,184.0,46,Rainy,12.0,69,0,gen_62283b0a
Cake,2024-12-23,138.0,23,Rainy,12.0,34,0,gen_05a588aa
Salad,2024-12-23,171.0,19,Rainy,12.0,28,0,gen_90613153
Wrap,2024-12-23,202.5,30,Rainy,12.0,45,10,gen_f9852336
Coffee Beans,2024-12-24,585.0,39,Rainy,12.2,58,0,gen_6b1c7c18
Milk,2024-12-24,261.0,87,Rainy,12.2,130,0,gen_938d9182
Croissant,2024-12-24,283.5,63,Rainy,12.2,94,0,gen_4fbaec6a
Muffin,2024-12-24,178.5,51,Rainy,12.2,76,0,gen_c0b9eaee
Sandwich,2024-12-24,256.0,32,Rainy,12.2,48,0,gen_3468684e
Juice,2024-12-24,275.0,55,Rainy,12.2,82,0,gen_a737ec09
Tea,2024-12-24,180.0,45,Rainy,12.2,67,0,gen_3e514bc6
Cake,2024-12-24,156.0,26,Rainy,12.2,39,0,gen_c0422c91
Salad,2024-12-24,189.0,21,Rainy,12.2,31,0,gen_14c9e2cf
Wrap,2024-12-24,202.5,27,Rainy,12.2,40,0,gen_f65ef8d1
Coffee Beans,2024-12-25,825.0,55,Sunny,18.2,82,0,gen_315e652b
Milk,2024-12-25,324.0,108,Sunny,18.2,162,0,gen_5916564b
Croissant,2024-12-25,355.5,79,Sunny,18.2,118,0,gen_572aa863
Muffin,2024-12-25,217.0,62,Sunny,18.2,93,0,gen_212b2588
Sandwich,2024-12-25,320.0,40,Sunny,18.2,60,0,gen_9c895f4d
Juice,2024-12-25,465.0,93,Sunny,18.2,139,0,gen_b32ddc3a
Tea,2024-12-25,240.0,60,Sunny,18.2,90,0,gen_8af7ab4c
Cake,2024-12-25,180.0,30,Sunny,18.2,45,0,gen_922caa6c
Salad,2024-12-25,261.0,29,Sunny,18.2,43,0,gen_2c56dc1c
Wrap,2024-12-25,255.0,34,Sunny,18.2,51,0,gen_c25b0f01
Coffee Beans,2024-12-26,720.0,48,Sunny,17.3,72,0,gen_347a8674
Milk,2024-12-26,318.0,106,Sunny,17.3,159,0,gen_18378a65
Croissant,2024-12-26,373.5,83,Sunny,17.3,124,0,gen_07c72bd7
Muffin,2024-12-26,206.5,59,Sunny,17.3,88,0,gen_78240457
Sandwich,2024-12-26,352.0,44,Sunny,17.3,66,0,gen_08027421
Juice,2024-12-26,425.0,85,Sunny,17.3,127,0,gen_5b5c3abb
Tea,2024-12-26,232.0,58,Sunny,17.3,87,0,gen_69b18d18
Cake,2024-12-26,186.0,31,Sunny,17.3,46,0,gen_e9b3c043
Salad,2024-12-26,279.0,31,Sunny,17.3,46,0,gen_e2be7bd6
Wrap,2024-12-26,262.5,35,Sunny,17.3,52,0,gen_4d3b75e3
Coffee Beans,2024-12-27,885.0,59,Cloudy,15.1,88,0,gen_9c5aa6f8
Milk,2024-12-27,351.0,117,Cloudy,15.1,175,0,gen_ef4f6c2c
Croissant,2024-12-27,364.5,81,Cloudy,15.1,121,0,gen_cbcaba66
Muffin,2024-12-27,227.5,65,Cloudy,15.1,97,0,gen_7210ea27
Sandwich,2024-12-27,368.0,46,Cloudy,15.1,69,0,gen_5355b25b
Juice,2024-12-27,405.0,81,Cloudy,15.1,121,0,gen_7b04bce3
Tea,2024-12-27,284.0,71,Cloudy,15.1,106,0,gen_698fc989
Cake,2024-12-27,210.0,35,Cloudy,15.1,52,0,gen_46399c81
Salad,2024-12-27,261.0,29,Cloudy,15.1,43,0,gen_5a97df03
Wrap,2024-12-27,300.0,40,Cloudy,15.1,60,0,gen_1d006dde
Coffee Beans,2024-12-28,1005.0,67,Cloudy,13.4,100,0,gen_8712dfec
Milk,2024-12-28,354.0,118,Cloudy,13.4,177,0,gen_7ccad42c
Croissant,2024-12-28,504.0,112,Cloudy,13.4,168,0,gen_563a56e8
Muffin,2024-12-28,276.5,79,Cloudy,13.4,118,0,gen_15f9842e
Sandwich,2024-12-28,424.0,53,Cloudy,13.4,79,0,gen_83718b7f
Juice,2024-12-28,465.0,93,Cloudy,13.4,139,0,gen_c8e2583a
Tea,2024-12-28,320.0,80,Cloudy,13.4,120,0,gen_6713c52f
Cake,2024-12-28,258.0,43,Cloudy,13.4,64,0,gen_14d1c157
Salad,2024-12-28,279.0,31,Cloudy,13.4,46,0,gen_ee02116e
Wrap,2024-12-28,367.5,49,Cloudy,13.4,73,0,gen_0cd700f7
Coffee Beans,2024-12-29,1035.0,69,Sunny,16.8,103,0,gen_32063133
Milk,2024-12-29,363.0,121,Sunny,16.8,181,0,gen_f3db7cc4
Croissant,2024-12-29,475.2,132,Sunny,16.8,198,20,gen_40845375
Muffin,2024-12-29,266.0,76,Sunny,16.8,114,0,gen_0e096bf1
Sandwich,2024-12-29,392.0,49,Sunny,16.8,73,0,gen_08b0e8cc
Juice,2024-12-29,505.0,101,Sunny,16.8,151,0,gen_1094c0a9
Tea,2024-12-29,312.0,78,Sunny,16.8,117,0,gen_02eecabb
Cake,2024-12-29,234.0,39,Sunny,16.8,58,0,gen_84a7efb6
Salad,2024-12-29,342.0,38,Sunny,16.8,57,0,gen_2617b13c
Wrap,2024-12-29,362.25,69,Sunny,16.8,103,30,gen_d3776814
Coffee Beans,2024-12-30,765.0,51,Cloudy,15.7,76,0,gen_41d360e7
Milk,2024-12-30,285.0,95,Cloudy,15.7,142,0,gen_2113c26c
Croissant,2024-12-30,337.5,75,Cloudy,15.7,112,0,gen_6acc0d04
Muffin,2024-12-30,199.5,57,Cloudy,15.7,85,0,gen_23bfafcd
Sandwich,2024-12-30,328.0,41,Cloudy,15.7,61,0,gen_7462cce7
Juice,2024-12-30,378.0,84,Cloudy,15.7,126,10,gen_1b981f0b
Tea,2024-12-30,248.0,62,Cloudy,15.7,93,0,gen_909f3366
Cake,2024-12-30,174.0,29,Cloudy,15.7,43,0,gen_0ceb857e
Salad,2024-12-30,216.0,24,Cloudy,15.7,36,0,gen_831ad230
Wrap,2024-12-30,277.5,37,Cloudy,15.7,55,0,gen_5c6bc8c0
Coffee Beans,2024-12-31,750.0,50,Cloudy,13.7,75,0,gen_edb798c9
Milk,2024-12-31,327.0,109,Cloudy,13.7,163,0,gen_6f9825a8
Croissant,2024-12-31,387.0,86,Cloudy,13.7,129,0,gen_bca33e46
Muffin,2024-12-31,227.5,65,Cloudy,13.7,97,0,gen_7a2dc917
Sandwich,2024-12-31,288.0,36,Cloudy,13.7,54,0,gen_fd706ded
Juice,2024-12-31,365.0,73,Cloudy,13.7,109,0,gen_1681e4db
Tea,2024-12-31,256.0,64,Cloudy,13.7,96,0,gen_80592b0b
Cake,2024-12-31,174.0,29,Cloudy,13.7,43,0,gen_7f432ece
Salad,2024-12-31,198.0,22,Cloudy,13.7,33,0,gen_2a342bf9
Wrap,2024-12-31,270.0,40,Cloudy,13.7,60,10,gen_c5221b6f
Coffee Beans,2025-01-01,705.0,47,Cloudy,14.4,70,0,gen_49973c14
Milk,2025-01-01,273.0,91,Cloudy,14.4,136,0,gen_d7fe1ba2
Croissant,2025-01-01,337.5,75,Cloudy,14.4,112,0,gen_2ee1a600
Muffin,2025-01-01,189.0,54,Cloudy,14.4,81,0,gen_3e134907
Sandwich,2025-01-01,312.0,39,Cloudy,14.4,58,0,gen_85b37b4d
Juice,2025-01-01,350.0,70,Cloudy,14.4,105,0,gen_5e2dcfcb
Tea,2025-01-01,256.0,64,Cloudy,14.4,96,0,gen_ddd2ba7c
Cake,2025-01-01,186.0,31,Cloudy,14.4,46,0,gen_4cd92983
Salad,2025-01-01,243.0,27,Cloudy,14.4,40,0,gen_1cc6f947
Wrap,2025-01-01,232.5,31,Cloudy,14.4,46,0,gen_0ec13b81
Coffee Beans,2025-01-02,675.0,45,Sunny,19.7,67,0,gen_af4ae9ec
Milk,2025-01-02,321.0,107,Sunny,19.7,160,0,gen_5f53b47a
Croissant,2025-01-02,324.0,72,Sunny,19.7,108,0,gen_cfbcfe9c
Muffin,2025-01-02,196.0,56,Sunny,19.7,84,0,gen_45edcf78
Sandwich,2025-01-02,288.0,36,Sunny,19.7,54,0,gen_18898025
Juice,2025-01-02,380.0,76,Sunny,19.7,114,0,gen_2cb08f22
Tea,2025-01-02,228.0,57,Sunny,19.7,85,0,gen_d81a5f2e
Cake,2025-01-02,180.0,30,Sunny,19.7,45,0,gen_0f9736f5
Salad,2025-01-02,288.0,32,Sunny,19.7,48,0,gen_57c0d302
Wrap,2025-01-02,262.5,35,Sunny,19.7,52,0,gen_baddc626
Coffee Beans,2025-01-03,810.0,54,Cloudy,16.9,81,0,gen_84492375
Milk,2025-01-03,333.0,111,Cloudy,16.9,166,0,gen_4e613e83
Croissant,2025-01-03,423.0,94,Cloudy,16.9,141,0,gen_6ecaae13
Muffin,2025-01-03,224.0,64,Cloudy,16.9,96,0,gen_3101640c
Sandwich,2025-01-03,368.0,46,Cloudy,16.9,69,0,gen_cc44e17a
Juice,2025-01-03,375.0,75,Cloudy,16.9,112,0,gen_61fb7be0
Tea,2025-01-03,284.0,71,Cloudy,16.9,106,0,gen_22ecf1fd
Cake,2025-01-03,198.0,33,Cloudy,16.9,49,0,gen_2687a7c5
Salad,2025-01-03,225.0,25,Cloudy,16.9,37,0,gen_2de73936
Wrap,2025-01-03,307.5,41,Cloudy,16.9,61,0,gen_16d4f143
Coffee Beans,2025-01-04,885.0,59,Sunny,17.0,88,0,gen_38f058eb
Milk,2025-01-04,414.0,138,Sunny,17.0,207,0,gen_ea811cab
Croissant,2025-01-04,481.5,107,Sunny,17.0,160,0,gen_f6f2496b
Muffin,2025-01-04,280.0,80,Sunny,17.0,120,0,gen_ae4a48d2
Sandwich,2025-01-04,384.0,48,Sunny,17.0,72,0,gen_afb1d77d
Juice,2025-01-04,570.0,114,Sunny,17.0,171,0,gen_ca779261
Tea,2025-01-04,276.0,69,Sunny,17.0,103,0,gen_daeea4f8
Cake,2025-01-04,234.0,39,Sunny,17.0,58,0,gen_2cfe619b
Salad,2025-01-04,324.0,36,Sunny,17.0,54,0,gen_c32a2b46
Wrap,2025-01-04,337.5,45,Sunny,17.0,67,0,gen_c28cf328
Coffee Beans,2025-01-05,735.0,49,Rainy,12.0,73,0,gen_8e126543
Milk,2025-01-05,315.0,105,Rainy,12.0,157,0,gen_98c21e47
Croissant,2025-01-05,373.5,83,Rainy,12.0,124,0,gen_3dcca5c8
Muffin,2025-01-05,227.5,65,Rainy,12.0,97,0,gen_87a8b05b
Sandwich,2025-01-05,344.0,43,Rainy,12.0,64,0,gen_03a8dc60
Juice,2025-01-05,345.0,69,Rainy,12.0,103,0,gen_caa84b4c
Tea,2025-01-05,240.0,60,Rainy,12.0,90,0,gen_62d7d821
Cake,2025-01-05,174.0,29,Rainy,12.0,43,0,gen_50da5d75
Salad,2025-01-05,225.0,25,Rainy,12.0,37,0,gen_7a1fc223
Wrap,2025-01-05,285.0,38,Rainy,12.0,57,0,gen_6d9e2ac3
Coffee Beans,2025-01-06,675.0,45,Cloudy,15.3,67,0,gen_28c05f29
Milk,2025-01-06,297.0,99,Cloudy,15.3,148,0,gen_768da79f
Croissant,2025-01-06,364.5,81,Cloudy,15.3,121,0,gen_94ca5d1a
Muffin,2025-01-06,210.0,60,Cloudy,15.3,90,0,gen_ddb3b074
Sandwich,2025-01-06,312.0,39,Cloudy,15.3,58,0,gen_85ffbee0
Juice,2025-01-06,335.0,67,Cloudy,15.3,100,0,gen_d7589bd2
Tea,2025-01-06,240.0,60,Cloudy,15.3,90,0,gen_341f1bdc
Cake,2025-01-06,186.0,31,Cloudy,15.3,46,0,gen_3378e7e9
Salad,2025-01-06,225.0,25,Cloudy,15.3,37,0,gen_0fd0b2ee
Wrap,2025-01-06,232.5,31,Cloudy,15.3,46,0,gen_7d272ac3
Coffee Beans,2025-01-07,765.0,51,Cloudy,14.8,76,0,gen_f57bc41b
Milk,2025-01-07,309.0,103,Cloudy,14.8,154,0,gen_db91ebde
Croissant,2025-01-07,360.0,80,Cloudy,14.8,120,0,gen_924f0186
Muffin,2025-01-07,213.5,61,Cloudy,14.8,91,0,gen_7bbe23ac
Sandwich,2025-01-07,320.0,40,Cloudy,14.8,60,0,gen_51b1a39f
Juice,2025-01-07,335.0,67,Cloudy,14.8,100,0,gen_a0044927
Tea,2025-01-07,232.0,58,Cloudy,14.8,87,0,gen_25783ed0
Cake,2025-01-07,174.0,29,Cloudy,14.8,43,0,gen_c8e84765
Salad,2025-01-07,198.0,22,Cloudy,14.8,33,0,gen_2d13c93e
Wrap,2025-01-07,255.0,34,Cloudy,14.8,51,0,gen_7bf50ff6
Coffee Beans,2025-01-08,645.0,43,Rainy,10.3,64,0,gen_fde35ba8
Milk,2025-01-08,225.0,75,Rainy,10.3,112,0,gen_e86f3d61
Croissant,2025-01-08,301.5,67,Rainy,10.3,100,0,gen_c51b681a
Muffin,2025-01-08,154.0,44,Rainy,10.3,66,0,gen_d571fa2f
Sandwich,2025-01-08,264.0,33,Rainy,10.3,49,0,gen_753cdf91
Juice,2025-01-08,270.0,54,Rainy,10.3,81,0,gen_bfc3656c
Tea,2025-01-08,188.0,47,Rainy,10.3,70,0,gen_ad651a49
Cake,2025-01-08,144.0,24,Rainy,10.3,36,0,gen_b49b74cb
Salad,2025-01-08,189.0,21,Rainy,10.3,31,0,gen_0653e8ee
Wrap,2025-01-08,229.5,34,Rainy,10.3,51,10,gen_9745a036
Coffee Beans,2025-01-09,720.0,48,Cloudy,14.6,72,0,gen_8710f387
Milk,2025-01-09,279.0,93,Cloudy,14.6,139,0,gen_03f9b96a
Croissant,2025-01-09,351.0,78,Cloudy,14.6,117,0,gen_06023e00
Muffin,2025-01-09,196.0,56,Cloudy,14.6,84,0,gen_7d6ce154
Sandwich,2025-01-09,312.0,39,Cloudy,14.6,58,0,gen_af4cec50
Juice,2025-01-09,330.0,66,Cloudy,14.6,99,0,gen_77b566a3
Tea,2025-01-09,244.0,61,Cloudy,14.6,91,0,gen_58f44133
Cake,2025-01-09,180.0,30,Cloudy,14.6,45,0,gen_02afca8d
Salad,2025-01-09,207.0,23,Cloudy,14.6,34,0,gen_2b0ab97e
Wrap,2025-01-09,255.0,34,Cloudy,14.6,51,0,gen_0a3afae4
Coffee Beans,2025-01-10,645.0,43,Rainy,10.1,64,0,gen_3e9ec7db
Milk,2025-01-10,234.0,78,Rainy,10.1,117,0,gen_4db1a49b
Croissant,2025-01-10,333.0,74,Rainy,10.1,111,0,gen_aafd2a96
Muffin,2025-01-10,164.5,47,Rainy,10.1,70,0,gen_b7949fb1
Sandwich,2025-01-10,272.0,34,Rainy,10.1,51,0,gen_3e6235f1
Juice,2025-01-10,315.0,63,Rainy,10.1,94,0,gen_0deac862
Tea,2025-01-10,220.0,55,Rainy,10.1,82,0,gen_f786e5ec
Cake,2025-01-10,162.0,27,Rainy,10.1,40,0,gen_59f2dfd2
Salad,2025-01-10,189.0,21,Rainy,10.1,31,0,gen_d0374d2a
Wrap,2025-01-10,225.75,43,Rainy,10.1,64,30,gen_b49bf321
Coffee Beans,2025-01-11,1050.0,100,Cloudy,16.4,150,30,gen_694d808d
Milk,2025-01-11,357.0,119,Cloudy,16.4,178,0,gen_30c85b08
Croissant,2025-01-11,459.0,102,Cloudy,16.4,153,0,gen_fb269ce9
Muffin,2025-01-11,238.0,68,Cloudy,16.4,102,0,gen_f8de278e
Sandwich,2025-01-11,368.0,46,Cloudy,16.4,69,0,gen_657b7f4b
Juice,2025-01-11,470.0,94,Cloudy,16.4,141,0,gen_e8e0ecb0
Tea,2025-01-11,276.0,69,Cloudy,16.4,103,0,gen_8fa1515b
Cake,2025-01-11,228.0,38,Cloudy,16.4,57,0,gen_904bc680
Salad,2025-01-11,306.0,34,Cloudy,16.4,51,0,gen_e983c7c9
Wrap,2025-01-11,330.0,44,Cloudy,16.4,66,0,gen_9bce27d9
